id,city,fold
ReuUsT,ATL,1
VRcrFe,ARG,1
RdHYiI,ATL,1
JzNNGe,ARG,1
yPwFnh,ARG,1
fKhfzo,OMA,1
DXHILN,ARG,1
iRTfYN,OMA,1
IZwkdV,JAX,1
HelxqP,JAX,1
WJvMkv,OMA,1
BhSlHK,OMA,1
jQHPKS,OMA,1
PxwOry,ARG,1
LXpPdo,OMA,1
fknvDy,ARG,1
YcZxKR,OMA,1
aSFjya,ARG,1
UdTbTT,ARG,1
kaZhDX,ATL,1
lAXpNL,JAX,1
xejBXJ,JAX,1
Xtbrsj,OMA,1
YqdZxk,ATL,1
ngEREq,JAX,1
FGUMQi,OMA,1
ejvajm,OMA,1
wPiHXG,OMA,1
ZmsASA,ARG,1
dNCpiJ,ATL,1
AKcqKc,OMA,1
juzwqC,ARG,1
iaFCng,OMA,1
ilQlsa,ARG,1
mLBCvl,ATL,1
wPPAjc,OMA,1
VqKUxj,JAX,1
OEKklC,ARG,1
wejtpF,ARG,1
oMWVfe,OMA,1
XHGseQ,JAX,1
DPujdN,ARG,1
RLDcZs,ARG,1
HGOnit,OMA,1
wimznE,ARG,1
gOGqGG,OMA,1
uxpZpb,ARG,1
bnrCXm,ARG,1
dcAxjk,ATL,1
zFxTBC,ARG,1
bhyIiB,OMA,1
ISmREF,ARG,1
EJHIXV,ATL,1
pEZJCW,ARG,1
txizvA,ARG,1
wDmGxd,ATL,1
IzuXir,OMA,1
LlmneL,ARG,1
DKgvrF,OMA,1
OIsGHd,OMA,1
wswMRM,OMA,1
Xertcx,JAX,1
NFHlfP,ARG,1
HhZCTx,OMA,1
NwnaDa,OMA,1
VXEQwm,OMA,1
jNeCQM,ARG,1
pStZZJ,ARG,1
TRunah,ARG,1
ylnwSK,OMA,1
DyrOtN,ARG,1
yjyMEC,ARG,1
BhACiZ,JAX,1
hTlRXl,OMA,1
WfXZXg,OMA,1
ITyGyh,JAX,1
QCyYUH,JAX,1
ZzzVlw,ARG,1
EkPQfj,JAX,1
AetNdy,ARG,1
fxyLmV,OMA,1
Lqurdb,ARG,1
TNnhnT,OMA,1
YWfjWd,ATL,1
dZRoZA,OMA,1
SSQnAP,JAX,1
dKBklB,OMA,1
sKrnTy,ARG,1
edXgKf,JAX,2
iaqTGS,OMA,2
EhOwTm,ARG,2
pvLgNF,ARG,2
mzcgHP,ARG,2
AscjAY,JAX,2
HqIGOD,ARG,2
HbatcZ,ARG,2
Arlrpm,OMA,2
MpVYlr,OMA,2
lplLsq,ATL,2
uEdrSm,JAX,2
RYmVrq,ATL,2
mAkzNK,ATL,2
AwYNHn,ATL,2
OrjQRx,ATL,2
GyLVrV,OMA,2
RHKwgo,ATL,2
nEbfMG,OMA,2
UQwNqd,OMA,2
fwAEiV,ATL,2
WYLThI,OMA,2
ogagRp,OMA,2
zCtyeS,ARG,2
QbnvAr,JAX,2
foDBmK,ARG,2
jXVCsX,JAX,2
aUIiTt,JAX,2
laOOmV,ARG,2
sgkTua,ARG,2
rJOeFZ,ARG,2
drosIe,OMA,2
OwuQlK,ARG,2
HbgszF,OMA,2
PNUaDF,ATL,2
ZjZKZD,ARG,2
qjdZgO,ATL,2
PQjDlS,JAX,2
xBCqen,JAX,2
RVrKDZ,ARG,2
KTIBPj,OMA,2
TGEmXD,OMA,2
qCINje,ARG,2
VZBPSS,ARG,2
vmmCzZ,ATL,2
aPvKck,ATL,2
mvTXUW,OMA,2
tlElqG,ARG,2
qkdzzA,OMA,2
gfNqmZ,ARG,2
tRGxjE,ARG,2
mjIlIW,ARG,2
oYlTfB,ARG,2
XkqReu,OMA,2
UPYztY,ARG,2
vzOpXl,OMA,2
APdmhP,OMA,2
vtzfrU,ATL,2
BLRkLE,ATL,2
okxsia,ATL,2
mKRJuv,ARG,2
xLVQxl,ARG,2
rRYmwP,JAX,2
rdCehZ,ATL,2
rMNVks,OMA,2
CuuGZG,OMA,2
IcfYPx,ARG,2
FLkCEx,ARG,2
pcIUee,OMA,2
nImMvT,OMA,2
BYHJwU,OMA,2
IJPbzh,ARG,2
nNYuWS,OMA,2
fnNmIq,ARG,2
tNywTb,ARG,2
WGulBj,OMA,2
nHuOfY,OMA,2
JcIkwy,OMA,2
sveDDI,OMA,2
fJPNRD,OMA,2
YpjsBf,JAX,2
oIbRNx,ARG,2
qmPFMn,OMA,2
tVTfVV,ATL,2
WTrfUZ,ATL,2
DSeIHP,ARG,2
GfNlaL,ATL,2
iuZXGu,ATL,2
tqSVhC,ARG,2
oNwXet,ARG,2
bdDCeO,ARG,2
cLlVhQ,JAX,2
OBfDex,ARG,2
TcEblh,OMA,2
LeMsIR,OMA,2
MWQTDc,JAX,2
oXbXZi,JAX,2
lvLiky,OMA,2
yBZtWM,OMA,2
NCLDaV,ARG,2
vhjsal,ATL,2
IQHSAk,ATL,2
cEafED,OMA,2
IWeawY,JAX,2
CKKezF,ARG,2
aOdAwC,ARG,2
ezErdp,OMA,2
YYoRqw,ARG,2
LyefUw,OMA,2
CVMdSw,OMA,2
ZioTxb,OMA,2
ZaiEYs,ARG,2
wTLxuC,JAX,2
MDKXPx,ARG,2
DEphTO,OMA,2
CexmWk,ARG,2
CZdkXR,ARG,2
wmUicl,OMA,2
IcZIgv,ARG,2
wzTgUM,OMA,2
eBcEvM,ARG,2
OMayUV,ARG,2
ONOjMb,OMA,2
tsyHSM,ARG,2
WzHefD,JAX,2
EcJczi,OMA,2
VltzdE,JAX,2
bIjhAF,ARG,2
HXevYh,ARG,2
vKayKE,OMA,2
VbtAAU,ATL,2
vRoPoY,ARG,2
ryKeKV,ATL,2
hGTtnd,ARG,2
NBwKBU,JAX,2
dUFldY,ARG,2
vuhEYP,ARG,2
URfrOS,OMA,2
cgEEVH,ARG,2
pCaCgu,JAX,2
ICJtKq,JAX,2
sSoGhI,JAX,2
eqHtfh,ARG,2
DxkHPo,ARG,2
NELOuf,JAX,2
gxwYAr,ARG,2
vDtGvl,OMA,2
Qlxjoq,OMA,2
QIrLEO,JAX,2
kbkDmR,ATL,2
RpsGFo,OMA,2
vXSCyp,OMA,2
NgNFnv,JAX,2
tUrfkZ,OMA,2
WHiNUo,OMA,2
zgnzno,ATL,2
svieDL,OMA,2
sqHfzL,ATL,2
yFtcrZ,OMA,2
lKwipt,OMA,2
wvxraS,ARG,2
sgIFPc,OMA,2
XGLlnk,JAX,2
Brozcc,JAX,2
hxMWoI,JAX,2
wHhwOG,OMA,2
taBnkR,OMA,2
INUDRk,ARG,2
ZmKIJu,ARG,2
iBEugi,JAX,2
HroOFa,JAX,2
ueGnom,JAX,2
dSVLjY,OMA,2
CHNvOj,JAX,2
fbnruf,ATL,2
vCXPSo,JAX,2
OmVcvo,ARG,2
drMBfW,OMA,2
BTbvnx,ARG,2
qdoQsj,JAX,2
WuUSRY,JAX,2
BIoges,OMA,2
oVHreO,OMA,2
ZLFJai,JAX,2
jlJdkG,JAX,2
SFlSnG,ARG,2
WSHheW,OMA,2
PluqjK,OMA,2
bPXKny,ARG,2
YluoKI,OMA,2
ZLrHIJ,OMA,2
YaKbjT,ARG,2
zNqtOa,OMA,2
aOWvLU,ARG,2
hkqQbW,ARG,2
dtdELL,ARG,2
HEvWIT,OMA,2
pBGTfd,ARG,2
CjrkKq,JAX,2
uaYrOY,OMA,2
vbkENh,ATL,2
XiYUQE,OMA,2
EiPXJX,JAX,2
TgtLPH,JAX,2
LTfXRr,OMA,2
FgADif,ARG,2
rlhzlH,ARG,2
HHDydE,ARG,2
qfefQo,ARG,2
ooJcaI,ARG,2
nyoRIm,ARG,2
ykuAKr,OMA,2
dezvgh,ARG,2
kOCdSo,ATL,2
huBecC,ARG,2
CYDhEv,ARG,2
UkGIvR,OMA,2
Blooec,ARG,2
zOvOlG,ARG,2
IDgvCE,OMA,2
NogHdb,ARG,2
mNPBly,ARG,2
SgXqNR,JAX,2
NjBKHV,OMA,2
dTvClw,ATL,2
PAGHPv,OMA,2
RXbfOu,ARG,2
ASNsYP,ARG,2
AWgtnf,ARG,2
WYrqrP,ATL,2
pYAacj,JAX,2
eBIXrH,JAX,2
aTPIpz,ARG,2
HCelBt,OMA,2
lUozfi,ARG,2
URWKne,JAX,2
OBBaJu,JAX,2
Dsdgvv,JAX,2
EPJyFo,ARG,2
ajYeUU,OMA,2
QAXoOQ,ATL,2
lbAuPY,JAX,2
MMZjJB,JAX,2
opZHPf,JAX,2
GJuYCe,JAX,2
lghKsz,OMA,2
eWhoBe,OMA,2
nWcYJw,OMA,2
UNbMLc,OMA,2
sapTcl,JAX,2
YzlnsH,JAX,2
ZRJgky,JAX,2
XfeMKh,ARG,2
DRBJgr,OMA,2
sjPDWm,OMA,2
OccMxE,OMA,2
ZVXOzl,ARG,2
gExjcj,ARG,2
KqBrOt,OMA,2
VhwDcU,ARG,2
yxvftv,ATL,2
TeusMA,JAX,2
hTlNTh,ATL,2
wUqjCE,ARG,2
ABTfzn,OMA,2
BOqQCF,OMA,2
QhhVdQ,OMA,2
dORErT,OMA,2
GESXWV,JAX,2
MWLKfC,ATL,2
BWxDmf,ARG,2
UTrgDf,OMA,2
jbZYlM,ARG,2
pSuzhE,ARG,2
IyqwTb,OMA,2
dWevSc,ARG,2
csuxoK,OMA,2
ZWrqdx,ARG,2
rUpKzt,ARG,2
HGzmIL,ARG,2
lEuobs,JAX,2
hYdiLx,OMA,2
Duceqh,JAX,2
Mhyjhz,ARG,2
ijlAga,ARG,2
rMAkBu,OMA,2
JANCzU,ARG,2
VUAfks,JAX,2
HbKgzx,ARG,2
CdkqNT,ARG,2
wwiKly,OMA,2
cehKJD,ARG,2
mwwEfw,JAX,2
hzHUaI,ARG,2
NaqBEk,ARG,2
TaAtfK,ARG,2
cljQPb,OMA,2
rmNAry,ARG,2
OPhhiq,JAX,2
VEOMWU,OMA,2
ETSbko,ARG,2
gdbCsM,ARG,2
LkzcCs,JAX,2
qnrnZK,ARG,2
AfGRTz,OMA,2
CXrYHm,ARG,2
zNOEnl,ARG,2
tkcMrR,JAX,2
ZwpLAa,ARG,2
zCjkKS,ARG,2
VBycdU,ARG,2
sRMEsO,ARG,2
taEigx,ARG,2
MYAQnt,OMA,2
IcfaQn,ARG,2
aCVjIT,ARG,2
btWIJn,OMA,2
TqDGuP,ARG,2
FjWHpG,ARG,2
hQbiqA,ARG,2
IFLgjN,OMA,2
rrbEzW,ARG,2
nzcxMA,ARG,2
BbPfxL,OMA,2
wbvnaY,JAX,2
JfIbkz,ARG,2
SwJpYJ,ARG,2
RLSofs,ATL,2
sLMrXW,ARG,2
vuSrRG,JAX,2
GfcIPL,ATL,2
roHfQG,OMA,2
VEECiy,JAX,2
lyXlkb,JAX,2
xUxghh,JAX,2
VYsnLv,OMA,2
QFvTpC,OMA,2
njLnhY,ARG,2
zLfjFn,OMA,2
dlmgPh,OMA,2
yXTHCd,JAX,2
yxhPCZ,ARG,2
WtKbWZ,ARG,2
kSljYJ,ARG,2
SRKEff,ARG,2
oyakVA,ARG,2
YdULlV,ARG,2
JAZyRn,JAX,2
yjzrOx,ARG,2
LmACne,ARG,2
SFzqLu,ARG,2
CXQYhj,OMA,2
ovwDvG,ATL,2
gOAItK,OMA,2
jWZngl,ARG,2
yPvosv,ARG,2
gjmtaO,JAX,2
whqPSX,OMA,2
TOVyeC,OMA,2
OOGmhm,OMA,2
KmAvzP,ARG,2
BGHihm,ARG,2
YnhXcf,OMA,2
cwqKCc,ARG,2
ONJmCX,ARG,2
uNBpbK,ATL,2
OjGJoU,ARG,2
oSzgvT,OMA,2
NojmTI,ATL,2
eFftvE,ARG,2
zLyYDE,ARG,2
AQqSWU,ARG,2
LOKyec,ARG,2
ElBVki,ARG,2
jiMijd,OMA,2
OyOeDk,ARG,2
Niyaty,ATL,2
WgRahO,OMA,2
yuRJmM,ARG,2
xPYTCN,ATL,2
WZlMnl,ARG,2
rupsFM,OMA,2
bksVbU,ARG,2
lSWcFA,ARG,2
hvwxnM,OMA,2
IbLcTL,ARG,2
jNYPVU,ARG,2
FDKPzZ,OMA,2
lYMQTL,ARG,2
IcdOUc,ARG,2
iXoIap,JAX,2
fAuyBg,ARG,2
bmSAXF,ARG,2
KVFoGi,JAX,2
XzpeRx,ARG,2
ecCPuz,OMA,2
JcukeD,ATL,2
lPwBRS,JAX,2
oZTTfx,ARG,2
IOIScd,OMA,2
VKwVbu,ATL,2
kVMWYi,OMA,2
NjyTUa,OMA,2
qZJyxQ,JAX,2
NpDbJp,ARG,2
osbZPv,ARG,2
TAApfX,JAX,2
UruSLR,OMA,2
PyGfQV,OMA,2
ZpiuLM,ARG,2
pEdQyc,ARG,2
TWVxCI,ARG,2
EVSfpv,JAX,2
vhOhAa,OMA,2
tPNcwh,ARG,2
iGEgaa,JAX,2
QxnUQx,ARG,2
gjlLuj,OMA,2
IBKwwZ,OMA,2
msqyGa,ARG,2
zrjEbk,ATL,2
potOFg,OMA,2
AXeutV,ARG,2
nfGmkU,ATL,2
wqhiSl,ATL,2
ZPmZHg,ATL,2
mgvViu,ARG,2
NGnkly,ATL,2
siuEuT,ARG,2
jftZSK,JAX,2
Withts,ATL,2
FrgLsi,ARG,2
MQiblT,JAX,2
oSoUBV,ARG,2
oTeAoV,OMA,2
ilNjGl,ARG,2
YRSiMQ,OMA,2
nkqGKP,ATL,2
MAiSWA,JAX,2
kIenmy,ARG,2
LprXZK,OMA,2
NOLXPK,ARG,2
fLAjVK,ARG,2
RmVWmd,ARG,2
tTMpeG,JAX,2
VScLnM,ARG,2
HGqFao,JAX,2
HOJOXT,ATL,2
UCWiEl,OMA,2
DmMbDa,JAX,2
AtTHBl,ARG,2
unVnpz,ARG,2
udllBH,ARG,2
jhHgDD,JAX,2
umeJoL,OMA,2
LLNsnK,OMA,2
nqBSQF,ATL,2
lYyzsF,ARG,2
zGVUbr,OMA,2
yOVndj,OMA,2
oCnVDe,OMA,2
Rwpkbf,ARG,2
GXsvdO,OMA,2
OmEswo,JAX,2
wszguC,OMA,2
ToXiXB,ATL,2
EnNIED,ARG,2
qAjXbp,ARG,2
rwAzkb,JAX,2
SvzHMW,ARG,2
rSEOWu,ATL,2
SOHdrT,ARG,2
wzOJnG,OMA,2
fNEslF,OMA,2
wIOmOT,ARG,2
FKEOMU,ATL,2
OCCmYq,OMA,2
cjiNCa,ARG,2
pSGiKz,ARG,2
MjCWuR,ARG,2
qQKPfe,OMA,2
iExPpq,JAX,2
rSqkWl,ARG,2
qYxJxa,ARG,2
XobYOL,OMA,2
iYqecx,OMA,2
TgbLGy,ARG,2
cFRiQJ,ATL,2
PrWlXN,JAX,2
UXixol,OMA,2
wBYEVL,OMA,2
lzRAkb,JAX,2
HgyWjt,JAX,2
xWufvz,ATL,2
wFtDSj,OMA,2
JPPuTf,ARG,2
evfnPQ,OMA,2
VGdhTk,ATL,2
pCbzrf,JAX,2
IQHqXc,ARG,2
GxaIZt,ARG,2
Xccejw,JAX,2
JKWVWx,JAX,2
fFGMMP,ARG,2
cIQtmA,JAX,2
tquvHH,JAX,2
fxvHZz,ARG,2
HCYxSt,ARG,2
zmaMiX,OMA,2
UDvUUY,ARG,2
GjgoxL,JAX,2
GBSNqy,ARG,2
qGRTvq,ARG,2
eFyhnj,OMA,2
XmUJXE,ATL,2
IfacRo,ARG,2
eitGOd,ARG,2
RsbeQC,OMA,2
XzRlRo,ARG,2
XwcGuo,ARG,2
REgCXU,ARG,2
cnfdri,OMA,2
yZoeVg,OMA,2
gpzXoQ,ARG,2
AbPHVH,JAX,2
PWwhHC,OMA,2
BuCLQf,JAX,2
xTfPYD,JAX,2
ljtLhV,ARG,2
TAaytY,OMA,2
dmwZkv,ATL,2
eBgxlc,ARG,2
QLHMFL,ARG,2
tlvSjM,JAX,2
qlRHNQ,JAX,2
QUUIyv,ATL,2
aszXWw,JAX,2
KNDQpn,ATL,2
Xoxrof,ARG,2
AJMDPW,ARG,2
AZjgzt,OMA,2
SpPkjc,ARG,2
ngHSJp,OMA,2
LogZOy,JAX,2
UtyBYm,ATL,2
szqbZL,OMA,2
LVBWQN,ARG,2
IETwXA,ARG,2
bygbWp,JAX,2
AWGkRJ,OMA,2
iVrqMc,ATL,2
sxUJjz,OMA,2
oZumRQ,JAX,2
jkKXvL,ATL,2
ECCdBr,OMA,2
WEBbCg,ARG,2
lZyidr,OMA,2
LQKkRR,OMA,2
tOghRw,OMA,2
svWWkp,ARG,2
HISQsR,OMA,2
ZBudJd,ARG,2
KDduVJ,OMA,2
fuLYmL,ARG,2
xLvfPp,JAX,2
awztRz,ATL,2
SeMMvN,JAX,2
ltLtVn,JAX,2
geCfuy,ATL,2
RjnQaD,OMA,2
TAPSot,OMA,2
eAfFyY,ARG,2
KhToEa,OMA,2
cxHxrY,OMA,2
xbdqAZ,ARG,2
cOGZzT,JAX,2
jzkEUk,OMA,2
sKgWWs,ATL,2
uRHDvh,JAX,2
fofOci,ATL,2
BkHTym,ATL,2
NINHcv,OMA,2
hDIcYr,JAX,2
YkCfoV,OMA,2
mbaFSM,OMA,2
lKPcnn,OMA,2
fUsBGJ,ARG,2
GYOFWD,ARG,2
CMIkOE,ARG,2
RyvgME,OMA,2
IpVqCD,OMA,2
gYbdXu,ARG,2
zpdZnH,OMA,2
VzgDHs,ARG,3
RILRir,ATL,3
HJiMpc,OMA,3
GZRHFp,ATL,3
YyOSpc,OMA,3
eQuwrz,ARG,3
GkbFyR,ATL,3
sYgKuq,OMA,3
rSKjmK,OMA,3
EGwkdu,ATL,3
HjWvRo,JAX,3
gzrBDT,OMA,3
VKjCxy,OMA,3
bEvpGu,ARG,3
zNlGqr,ATL,3
xdmGvh,ATL,3
KKQTtN,ARG,3
GfLJoa,ARG,3
sYewAU,OMA,3
oFElpC,ARG,3
gIFwQp,ARG,3
hZDTRY,ARG,3
uGoGXh,ARG,3
sdRYMG,JAX,3
iJZaMC,ARG,3
mKDmrS,ARG,3
tmnzsQ,ARG,3
mBZUIv,OMA,3
UENMPC,ARG,3
fzYwbZ,ARG,3
PJDDzp,JAX,3
ctILcm,ATL,3
GzBHio,ARG,3
MkWPfd,JAX,3
DOWdtC,ARG,3
EejEti,OMA,3
iOzRWf,OMA,3
NTaeeX,OMA,3
mGQdJq,OMA,3
UDipJy,ARG,3
xAqnRD,ARG,3
RLfysO,JAX,3
kWegyY,OMA,3
XvXuje,OMA,3
GMPXYD,OMA,3
pIkDrP,OMA,3
NzJPYl,ARG,3
xsqBtK,ARG,3
XOuijB,JAX,3
lHbcrZ,ARG,3
QzFgFf,OMA,3
JvNyOh,ATL,3
YkiPFH,OMA,3
VtyAFg,ATL,3
EhfOTg,JAX,3
AyFXBN,ARG,3
SGdDLs,OMA,3
lPzHnU,OMA,3
WzbjEW,ATL,3
YvPIxn,JAX,3
Qrxkhf,OMA,3
TZwjzS,ARG,3
uUjukN,ATL,3
LOHBtV,ATL,3
IMtwEL,JAX,3
GDekrF,ARG,3
ZHBNxi,ARG,3
BBPkVh,OMA,3
WYXGcS,OMA,3
YHDJAu,OMA,3
xSVThr,ARG,3
jHZqkD,JAX,3
XiMcrj,OMA,3
wMUqpb,ARG,3
dyUNVD,ATL,3
chuQVc,OMA,3
mEEfcM,OMA,3
PCmuoi,ARG,3
LpZAcD,OMA,3
uMgcDP,OMA,3
hASxyL,OMA,3
VlHArM,OMA,3
ThltjJ,OMA,3
ejIgNb,ARG,3
kuzCPi,JAX,3
EhYAmr,OMA,3
bLdfxJ,ARG,3
JeJduX,OMA,3
PEOHyG,JAX,3
zkLIHe,ARG,3
EgxOQg,ARG,3
WvHAhg,JAX,3
kbfqgg,JAX,3
Lzyfqr,OMA,3
EzULui,ARG,3
rFKLee,JAX,3
khSAOJ,ATL,3
Ahhqow,ARG,3
QzjxRg,ARG,3
NNfOVU,OMA,3
IXEbrm,ARG,3
FPnrwd,JAX,3
TAVVjf,ATL,3
mysymi,ATL,3
uWiDoK,ARG,3
sSRoPk,OMA,3
AqfnMS,OMA,3
swvccg,OMA,3
nxrObU,ARG,3
Bhozkf,OMA,3
RpcUFz,OMA,3
TZRSro,ARG,3
mYralm,ARG,3
oSUbGm,ATL,3
ngcfDp,ARG,3
NTIgfp,JAX,3
EdBGsI,OMA,3
tOFKnR,ARG,3
VhQleF,ATL,3
CffTiK,ARG,3
rKxopk,JAX,3
frTZol,OMA,3
WFhPtK,ARG,3
naFzmk,JAX,3
PucbAP,OMA,3
jcTciP,OMA,3
ERIBqJ,JAX,3
cOEeIm,ARG,3
SYOOgA,ARG,3
OQIDKc,ARG,3
FuhKZs,OMA,3
UMlwEq,ARG,3
ZqIzbo,ARG,3
OBJNps,ATL,3
MesTrk,ATL,3
wbpDYW,ARG,3
wXKaMI,OMA,3
RnJFdI,ATL,3
GDMcwx,ARG,3
HEEFRi,ARG,3
bhpRYp,ATL,3
PfiktO,OMA,3
LGWELn,OMA,3
mjcpPg,ATL,3
RBozUM,ATL,3
EaYZNN,ARG,3
IUljQn,OMA,3
yUVZSw,ARG,3
XAXIrN,JAX,3
eWKQBK,OMA,3
RHPtne,JAX,3
iLZjxN,ARG,3
CAorJp,ARG,3
hzVzti,ARG,3
OmuoMb,ARG,3
VVpHuS,OMA,3
vMWvkb,ARG,3
IusdSK,ARG,3
pwOVRl,ARG,3
VKRvXP,ARG,3
fZUSQC,JAX,3
cmRtyR,ARG,3
PwhANf,OMA,3
wNURiz,OMA,3
TlaByF,ATL,3
eTViTx,OMA,3
BGgvsr,ARG,3
usvMka,ARG,3
nBrAQm,JAX,3
CDWouH,OMA,3
ftwAVp,ATL,3
GVPfAM,OMA,3
kTAapv,JAX,3
JDnFzy,JAX,3
PesbuE,OMA,3
DesyBo,OMA,3
nNSVLy,ATL,3
TkURmy,OMA,3
xrrhwc,ARG,3
glGXpz,ARG,3
nJqnAL,OMA,3
IdvSFf,ARG,3
rvuKmq,ARG,3
XPJPfM,OMA,3
PELABH,OMA,3
dPwaDF,ATL,3
sdXgLw,ARG,3
ARAoZq,ARG,3
RktpjV,ARG,3
iOHnCl,OMA,3
nBAJYD,OMA,3
AaWrcc,JAX,3
rDGwMg,OMA,3
SlZIgk,ARG,3
xPilsq,JAX,3
UNVrHA,OMA,3
SgWiNM,OMA,3
mdxUGh,OMA,3
fnbzvB,ARG,3
xHsduV,ARG,3
vbTvBj,ARG,3
poDjqI,ARG,3
lBEwLa,JAX,3
QuuOBo,OMA,3
EdgzLV,OMA,3
FqgSem,ARG,3
RvbstI,ARG,3
MBtBCv,ARG,3
rvrLnT,ARG,3
utlsxo,ARG,3
zMaqVL,ARG,3
kKjMdS,ARG,3
Vajwpo,JAX,3
JhycOl,ARG,3
QxMVXx,JAX,3
GjUgmp,ARG,3
yIpXiy,OMA,3
luYhfL,OMA,3
hzTOjA,OMA,3
mQAUHI,ARG,3
DComLk,OMA,3
zCUWps,ARG,3
UZToJI,ATL,3
gZHfcu,ARG,3
lCbXLy,OMA,3
XDjhGw,ARG,3
LbeDaA,ARG,3
GnKXgU,JAX,3
XnTKQY,ARG,3
MhtNba,JAX,3
RubTLr,JAX,3
cpZVgt,OMA,3
Lphaae,ARG,3
ZSzOtu,ATL,3
tZMGNV,JAX,3
IJMqca,OMA,3
RAaqbZ,ARG,3
RaQkXx,OMA,3
zttVkv,OMA,3
AMEGPp,JAX,3
mJtkpV,OMA,3
QrabAE,OMA,3
BpNHUe,ARG,3
fNABZq,ATL,3
hYXMtZ,OMA,3
dkLtyP,JAX,3
nRrcxc,OMA,3
oDWMbe,OMA,3
GWFDej,ATL,3
xIZAyT,ARG,3
ynbyUz,ATL,3
HNngWH,JAX,3
iVngAk,ARG,3
KGaTcy,ATL,3
fRtlZX,ARG,3
mbDkfK,OMA,3
sLKFkL,ARG,3
frUcdG,ATL,3
OLvgPN,JAX,3
TRrlYs,ARG,3
wqnAaF,ARG,3
AnFxcm,ARG,3
Ddlwlq,ARG,3
frCLmD,ARG,3
DjjeZR,JAX,3
eSDLkX,JAX,3
IzwToq,OMA,3
NdVBMZ,ARG,3
IJLhaO,OMA,3
hDKGsI,ARG,3
hnacNm,OMA,3
hArzan,ARG,3
eZLJVe,ARG,3
xiEebu,OMA,3
KTlLGi,ARG,3
sCGMko,OMA,3
KEgMNP,OMA,3
VgmGxD,OMA,3
SKydfI,JAX,3
lbyCEV,ATL,3
tuCwqw,ARG,3
LBKWAS,OMA,3
BQklcA,ARG,3
LXCEmS,JAX,3
YyKjfa,ARG,3
DnDOwl,ARG,3
bEKFiq,ARG,3
wenVIK,ARG,3
DiirIA,OMA,3
IJuSzR,ARG,3
LzADBW,ARG,3
vzUOIp,JAX,3
ohuNSE,JAX,3
zNHAQc,ARG,3
fHGHym,ARG,3
wWQsew,JAX,3
kVWovD,ATL,3
NwEkTw,OMA,3
HLnxFz,ARG,3
iIjbSx,ARG,3
nlNkUs,ARG,3
KLZcJQ,ARG,3
IDCxxW,ATL,3
EXUBeX,OMA,3
RZUIBE,JAX,3
AwtxxF,OMA,3
mdyNGC,JAX,3
sxDWpy,ARG,3
sucncP,ARG,3
vGbnmI,ATL,3
zNBIkq,ARG,3
ZTXcUG,ARG,3
TtPBrk,JAX,3
UkyHeZ,OMA,3
rRJcGm,ARG,3
alBDWa,ATL,3
MIQXKi,ATL,3
ssZHCL,JAX,3
YrTJFX,ATL,3
AyOraT,ARG,3
TvweKt,JAX,3
rxxgLP,OMA,3
GyUcxE,OMA,3
hgpWiT,JAX,3
oMHhan,JAX,3
mXvoqR,ARG,3
AQuFCt,JAX,3
bpEOcP,OMA,3
gyrLEI,ARG,3
Qjmcms,OMA,3
ZiFCiI,OMA,3
qbRNop,OMA,3
iOavGn,ARG,3
ZsQgPZ,OMA,3
uIZlgg,OMA,3
hFyVnn,ARG,3
nvbDaP,OMA,3
AUrXsR,JAX,3
WxFzek,ARG,3
Ztqdfw,ARG,3
ZkdEPT,ARG,3
hyXcpl,OMA,3
xFWPvB,OMA,3
OOKGYr,OMA,3
zKrbUu,OMA,3
jkOifX,ARG,3
LChgOP,OMA,3
WUrVwn,ARG,3
EIvcac,JAX,3
MLCmOZ,JAX,3
kyUfqf,OMA,3
bHodeo,OMA,3
WopPmz,ARG,3
aKDopb,OMA,3
nNFHPj,ARG,3
eFwwdO,ARG,3
GRfAiR,ARG,3
yVyKzX,ARG,3
TuMxKn,ARG,3
blCuHa,ARG,3
AkBJYI,OMA,3
vWNaSE,ARG,3
OhUFJV,ARG,3
etHvpJ,OMA,3
CPVDcs,JAX,3
RrSlrY,ARG,3
YLjwdf,OMA,3
mPioWB,ATL,3
ojbviK,ARG,3
gwlFbI,JAX,3
mnkPws,OMA,3
LcoBMf,OMA,3
qwIVtG,JAX,3
ymWYlc,ARG,3
TzvXNo,ARG,3
aplmTw,ARG,3
aHCsMu,OMA,3
WuURrS,OMA,3
uLOoPx,ARG,3
JUrWPS,ATL,3
QpEOOa,ATL,3
XYtaIC,OMA,3
AzLTDa,OMA,3
SmjYzE,ARG,3
UrbGEd,ARG,3
eHGGQy,JAX,3
SBkWTA,OMA,3
YfskwY,JAX,3
yOTNdB,ARG,3
DPeHLt,ARG,3
dDGuvR,OMA,3
DDWSYR,ARG,3
lEEnNN,ARG,3
KdoFeq,ARG,3
BAEYpU,ATL,3
GVpyeN,ATL,3
cNxHkX,JAX,3
SDqqFT,JAX,3
xzDEWf,ARG,3
csdXAu,ARG,3
SbadsW,JAX,3
oWuyWQ,ATL,3
MAWOkz,ARG,3
TkNZOl,OMA,3
HJyeuz,JAX,3
UxbDKR,OMA,3
tvZmIo,ARG,3
GVvWDp,ARG,3
QEzypa,OMA,3
XzqFuo,ARG,3
UIWsvA,ARG,3
FWqDQo,OMA,3
xlNzGJ,ARG,3
BDCcDZ,ARG,3
qYCWbK,ARG,3
HPTiuq,ARG,3
mnNIGP,OMA,3
